id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
287,The paradox of the derivative | Chapter 2, Essence of calculus [segment 26],9vKqVkMQHKk::seg26,segment,essence_linear_algebra,2,,,,2,1,,https://youtu.be/9vKqVkMQHKk,
288,concrete derivative like,kw::concrete derivative like,concept,essence_linear_algebra,,,,,,,,,
289,cubed distance function,kw::cubed distance function,concept,essence_linear_algebra,,,,,,,,,
290,concrete derivative,kw::concrete derivative,concept,essence_linear_algebra,,,,,,,,,
291,derivative like,kw::derivative like,concept,essence_linear_algebra,,,,,,,,,
292,The paradox of the derivative | Chapter 2, Essence of calculus [segment 27],9vKqVkMQHKk::seg27,segment,essence_linear_algebra,2,,,,2,1,,https://youtu.be/9vKqVkMQHKk,
293,moving,kw::moving,concept,essence_linear_algebra,,,,,,,,,
294,start,kw::start,concept,essence_linear_algebra,,,,,,,,,
295,means,kw::means,concept,essence_linear_algebra,,,,,,,,,
296,The paradox of the derivative | Chapter 2, Essence of calculus [segment 28],9vKqVkMQHKk::seg28,segment,essence_linear_algebra,2,,,,2,1,,https://youtu.be/9vKqVkMQHKk,
297,derivative distance function,kw::derivative distance function,concept,essence_linear_algebra,,,,,,,,,
298,derivative distance,kw::derivative distance,concept,essence_linear_algebra,,,,,,,,,
299,The paradox of the derivative | Chapter 2, Essence of calculus [segment 29],9vKqVkMQHKk::seg29,segment,essence_linear_algebra,2,,,,2,1,,https://youtu.be/9vKqVkMQHKk,
300,derivative instantaneous rate,kw::derivative instantaneous rate,concept,essence_linear_algebra,,,,,,,,,
301,derivative instantaneous,kw::derivative instantaneous,concept,essence_linear_algebra,,,,,,,,,
302,The paradox of the derivative | Chapter 2, Essence of calculus [segment 30],9vKqVkMQHKk::seg30,segment,essence_linear_algebra,2,,,,2,1,,https://youtu.be/9vKqVkMQHKk,
303,approximation,kw::approximation,concept,essence_linear_algebra,,,,,,,,,
304,conceptual,kw::conceptual,concept,essence_linear_algebra,,,,,,,,,
305,constant,kw::constant,concept,essence_linear_algebra,,,,,,,,,
306,couple,kw::couple,concept,essence_linear_algebra,,,,,,,,,
307,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 0],S0_qX4VJhMQ::seg0,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
308,functions rather than,kw::functions rather than,concept,essence_linear_algebra,,,,,,,,,
309,derivatives abstract,kw::derivatives abstract,concept,essence_linear_algebra,,,,,,,,,
310,functions rather,kw::functions rather,concept,essence_linear_algebra,,,,,,,,,
311,obvious but derivative,kw::obvious but derivative,concept,essence_linear_algebra,,,,,,,,,
312,derivatives abstract grappling,kw::derivatives abstract grappling,concept,essence_linear_algebra,,,,,,,,,
313,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 1],S0_qX4VJhMQ::seg1,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
314,other pure functions,kw::other pure functions,concept,essence_linear_algebra,,,,,,,,,
315,functions exponentials,kw::functions exponentials,concept,essence_linear_algebra,,,,,,,,,
316,pure functions,kw::pure functions,concept,essence_linear_algebra,,,,,,,,,
317,functions like,kw::functions like,concept,essence_linear_algebra,,,,,,,,,
318,functions gives,kw::functions gives,concept,essence_linear_algebra,,,,,,,,,
319,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 2],S0_qX4VJhMQ::seg2,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
320,derivatives let's start,kw::derivatives let's start,concept,essence_linear_algebra,,,,,,,,,
321,function like ofx,kw::function like ofx,concept,essence_linear_algebra,,,,,,,,,
322,derivatives let's,kw::derivatives let's,concept,essence_linear_algebra,,,,,,,,,
323,simple derivatives let's,kw::simple derivatives let's,concept,essence_linear_algebra,,,,,,,,,
324,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 3],S0_qX4VJhMQ::seg3,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
325,function changing per,kw::function changing per,concept,essence_linear_algebra,,,,,,,,,
326,function changing,kw::function changing,concept,essence_linear_algebra,,,,,,,,,
327,particular what's function,kw::particular what's function,concept,essence_linear_algebra,,,,,,,,,
328,unit change function,kw::unit change function,concept,essence_linear_algebra,,,,,,,,,
329,change function changing,kw::change function changing,concept,essence_linear_algebra,,,,,,,,,
330,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 4],S0_qX4VJhMQ::seg4,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
331,derivative formula,kw::derivative formula,concept,essence_linear_algebra,,,,,,,,,
332,steeper,kw::steeper,concept,essence_linear_algebra,,,,,,,,,
333,generally,kw::generally,concept,essence_linear_algebra,,,,,,,,,
334,increases,kw::increases,concept,essence_linear_algebra,,,,,,,,,
335,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 5],S0_qX4VJhMQ::seg5,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
336,square,kw::square,concept,essence_linear_algebra,,,,,,,,,
337,context,kw::context,concept,essence_linear_algebra,,,,,,,,,
338,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 6],S0_qX4VJhMQ::seg6,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
339,would,kw::would,concept,essence_linear_algebra,,,,,,,,,
340,being,kw::being,concept,essence_linear_algebra,,,,,,,,,
341,negligibly,kw::negligibly,concept,essence_linear_algebra,,,,,,,,,
342,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 7],S0_qX4VJhMQ::seg7,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
343,amounts good rule,kw::amounts good rule,concept,essence_linear_algebra,,,,,,,,,
344,good rule thumb,kw::good rule thumb,concept,essence_linear_algebra,,,,,,,,,
345,good rule,kw::good rule,concept,essence_linear_algebra,,,,,,,,,
346,rule thumb,kw::rule thumb,concept,essence_linear_algebra,,,,,,,,,
347,rule thumb tiny,kw::rule thumb tiny,concept,essence_linear_algebra,,,,,,,,,
348,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 8],S0_qX4VJhMQ::seg8,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
349,simple function ofx,kw::simple function ofx,concept,essence_linear_algebra,,,,,,,,,
350,function ofx cubed,kw::function ofx cubed,concept,essence_linear_algebra,,,,,,,,,
351,simple function,kw::simple function,concept,essence_linear_algebra,,,,,,,,,
352,function ofx,kw::function ofx,concept,essence_linear_algebra,,,,,,,,,
353,different simple function,kw::different simple function,concept,essence_linear_algebra,,,,,,,,,
354,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 9],S0_qX4VJhMQ::seg9,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
355,volume,kw::volume,concept,essence_linear_algebra,,,,,,,,,
356,increase,kw::increase,concept,essence_linear_algebra,,,,,,,,,
357,length,kw::length,concept,essence_linear_algebra,,,,,,,,,
358,actual,kw::actual,concept,essence_linear_algebra,,,,,,,,,
359,lengths,kw::lengths,concept,essence_linear_algebra,,,,,,,,,
360,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 10],S0_qX4VJhMQ::seg10,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
361,squares,kw::squares,concept,essence_linear_algebra,,,,,,,,,
362,comprise,kw::comprise,concept,essence_linear_algebra,,,,,,,,,
363,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 11],S0_qX4VJhMQ::seg11,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
364,divided,kw::divided,concept,essence_linear_algebra,,,,,,,,,
365,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 12],S0_qX4VJhMQ::seg12,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
366,derivative high,kw::derivative high,concept,essence_linear_algebra,,,,,,,,,
367,derivative high make,kw::derivative high make,concept,essence_linear_algebra,,,,,,,,,
368,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 13],S0_qX4VJhMQ::seg13,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
369,derivative cubed both,kw::derivative cubed both,concept,essence_linear_algebra,,,,,,,,,
370,derivative turns out,kw::derivative turns out,concept,essence_linear_algebra,,,,,,,,,
371,derivative turns,kw::derivative turns,concept,essence_linear_algebra,,,,,,,,,
372,derivative time you're,kw::derivative time you're,concept,essence_linear_algebra,,,,,,,,,
373,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 14],S0_qX4VJhMQ::seg14,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
374,power rule,kw::power rule,concept,essence_linear_algebra,,,,,,,,,
375,derivatives that's,kw::derivatives that's,concept,essence_linear_algebra,,,,,,,,,
376,power rule practice,kw::power rule practice,concept,essence_linear_algebra,,,,,,,,,
377,rule practice all,kw::rule practice all,concept,essence_linear_algebra,,,,,,,,,
378,rule practice,kw::rule practice,concept,essence_linear_algebra,,,,,,,,,
379,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 15],S0_qX4VJhMQ::seg15,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
380,point derivatives,kw::point derivatives,concept,essence_linear_algebra,,,,,,,,,
381,expansion,kw::expansion,concept,essence_linear_algebra,,,,,,,,,
382,exact,kw::exact,concept,essence_linear_algebra,,,,,,,,,
383,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 16],S0_qX4VJhMQ::seg16,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
384,chosen,kw::chosen,concept,essence_linear_algebra,,,,,,,,,
385,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 17],S0_qX4VJhMQ::seg17,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
386,multiple,kw::multiple,concept,essence_linear_algebra,,,,,,,,,
387,other,kw::other,concept,essence_linear_algebra,,,,,,,,,
388,safely,kw::safely,concept,essence_linear_algebra,,,,,,,,,
389,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 18],S0_qX4VJhMQ::seg18,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
390,derivative quickly,kw::derivative quickly,concept,essence_linear_algebra,,,,,,,,,
391,derivative that's,kw::derivative that's,concept,essence_linear_algebra,,,,,,,,,
392,performing,kw::performing,concept,essence_linear_algebra,,,,,,,,,
393,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 19],S0_qX4VJhMQ::seg19,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
394,derivatives terms tiny,kw::derivatives terms tiny,concept,essence_linear_algebra,,,,,,,,,
395,function ofx now,kw::function ofx now,concept,essence_linear_algebra,,,,,,,,,
396,power rule since,kw::power rule since,concept,essence_linear_algebra,,,,,,,,,
397,derivatives terms,kw::derivatives terms,concept,essence_linear_algebra,,,,,,,,,
398,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 20],S0_qX4VJhMQ::seg20,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
399,asking,kw::asking,concept,essence_linear_algebra,,,,,,,,,
400,here's,kw::here's,concept,essence_linear_algebra,,,,,,,,,
401,imagine,kw::imagine,concept,essence_linear_algebra,,,,,,,,,
402,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 21],S0_qX4VJhMQ::seg21,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
403,derivative imagine nudging,kw::derivative imagine nudging,concept,essence_linear_algebra,,,,,,,,,
404,derivative imagine,kw::derivative imagine,concept,essence_linear_algebra,,,,,,,,,
405,value derivative imagine,kw::value derivative imagine,concept,essence_linear_algebra,,,,,,,,,
406,value derivative,kw::value derivative,concept,essence_linear_algebra,,,,,,,,,
407,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 22],S0_qX4VJhMQ::seg22,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
408,puddle,kw::puddle,concept,essence_linear_algebra,,,,,,,,,
409,cancels,kw::cancels,concept,essence_linear_algebra,,,,,,,,,
410,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 23],S0_qX4VJhMQ::seg23,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
411,power rule purely,kw::power rule purely,concept,essence_linear_algebra,,,,,,,,,
412,rule purely,kw::rule purely,concept,essence_linear_algebra,,,,,,,,,
413,rule purely applied,kw::rule purely applied,concept,essence_linear_algebra,,,,,,,,,
414,square root derivative,kw::square root derivative,concept,essence_linear_algebra,,,,,,,,,
415,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 24],S0_qX4VJhMQ::seg24,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
416,more type function,kw::more type function,concept,essence_linear_algebra,,,,,,,,,
417,type function trigonometric,kw::type function trigonometric,concept,essence_linear_algebra,,,,,,,,,
418,type function,kw::type function,concept,essence_linear_algebra,,,,,,,,,
419,function trigonometric,kw::function trigonometric,concept,essence_linear_algebra,,,,,,,,,
420,sign function,kw::sign function,concept,essence_linear_algebra,,,,,,,,,
421,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 25],S0_qX4VJhMQ::seg25,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
422,theta,kw::theta,concept,essence_linear_algebra,,,,,,,,,
423,pattern,kw::pattern,concept,essence_linear_algebra,,,,,,,,,
424,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 26],S0_qX4VJhMQ::seg26,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
425,graph trig functions,kw::graph trig functions,concept,essence_linear_algebra,,,,,,,,,
426,derivative graph should,kw::derivative graph should,concept,essence_linear_algebra,,,,,,,,,
427,trig functions,kw::trig functions,concept,essence_linear_algebra,,,,,,,,,
428,derivative graph,kw::derivative graph,concept,essence_linear_algebra,,,,,,,,,
429,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 27],S0_qX4VJhMQ::seg27,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
430,new type function,kw::new type function,concept,essence_linear_algebra,,,,,,,,,
431,function should,kw::function should,concept,essence_linear_algebra,,,,,,,,,
432,derivative fact,kw::derivative fact,concept,essence_linear_algebra,,,,,,,,,
433,sorts functions,kw::sorts functions,concept,essence_linear_algebra,,,,,,,,,
434,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 28],S0_qX4VJhMQ::seg28,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
435,derivative requires looking,kw::derivative requires looking,concept,essence_linear_algebra,,,,,,,,,
436,derivative requires,kw::derivative requires,concept,essence_linear_algebra,,,,,,,,,
437,walk function,kw::walk function,concept,essence_linear_algebra,,,,,,,,,
438,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 29],S0_qX4VJhMQ::seg29,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
439,represents,kw::represents,concept,essence_linear_algebra,,,,,,,,,
440,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 30],S0_qX4VJhMQ::seg30,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
441,derivative sign supposed,kw::derivative sign supposed,concept,essence_linear_algebra,,,,,,,,,
442,derivative sign,kw::derivative sign,concept,essence_linear_algebra,,,,,,,,,
443,supposed mean derivative,kw::supposed mean derivative,concept,essence_linear_algebra,,,,,,,,,
444,mean derivative sign,kw::mean derivative sign,concept,essence_linear_algebra,,,,,,,,,
445,can see function,kw::can see function,concept,essence_linear_algebra,,,,,,,,,
446,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 31],S0_qX4VJhMQ::seg31,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
447,derivative cosine,kw::derivative cosine,concept,essence_linear_algebra,,,,,,,,,
448,cosine,kw::cosine,concept,essence_linear_algebra,,,,,,,,,
449,hypotenuse,kw::hypotenuse,concept,essence_linear_algebra,,,,,,,,,
450,Derivative formulas through geometry | Chapter 3, Essence of calculus [segment 32],S0_qX4VJhMQ::seg32,segment,essence_linear_algebra,3,,,,3,2,,https://youtu.be/S0_qX4VJhMQ,
451,der aes functions,kw::der aes functions,concept,essence_linear_algebra,,,,,,,,,
452,aes functions who,kw::aes functions who,concept,essence_linear_algebra,,,,,,,,,
453,combine simple functions,kw::combine simple functions,concept,essence_linear_algebra,,,,,,,,,
454,simple functions like,kw::simple functions like,concept,essence_linear_algebra,,,,,,,,,
455,sums products function,kw::sums products function,concept,essence_linear_algebra,,,,,,,,,
456,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 0],YG15m2VwSjA::seg0,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
457,simple functions,kw::simple functions,concept,essence_linear_algebra,,,,,,,,,
458,derivatives simple functions,kw::derivatives simple functions,concept,essence_linear_algebra,,,,,,,,,
459,functions some other,kw::functions some other,concept,essence_linear_algebra,,,,,,,,,
460,take derivatives more,kw::take derivatives more,concept,essence_linear_algebra,,,,,,,,,
461,derivatives more complicated,kw::derivatives more complicated,concept,essence_linear_algebra,,,,,,,,,
462,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 1],YG15m2VwSjA::seg1,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
463,ways combine functions,kw::ways combine functions,concept,essence_linear_algebra,,,,,,,,,
464,likewise dividing functions,kw::likewise dividing functions,concept,essence_linear_algebra,,,,,,,,,
465,dividing functions doesn't,kw::dividing functions doesn't,concept,essence_linear_algebra,,,,,,,,,
466,combine functions,kw::combine functions,concept,essence_linear_algebra,,,,,,,,,
467,dividing functions,kw::dividing functions,concept,essence_linear_algebra,,,,,,,,,
468,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 2],YG15m2VwSjA::seg2,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
469,derivative their sum,kw::derivative their sum,concept,essence_linear_algebra,,,,,,,,,
470,most functions,kw::most functions,concept,essence_linear_algebra,,,,,,,,,
471,derivatives play,kw::derivatives play,concept,essence_linear_algebra,,,,,,,,,
472,derivative their,kw::derivative their,concept,essence_linear_algebra,,,,,,,,,
473,functions know,kw::functions know,concept,essence_linear_algebra,,,,,,,,,
474,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 3],YG15m2VwSjA::seg3,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
475,derivative sum,kw::derivative sum,concept,essence_linear_algebra,,,,,,,,,
476,functions derivative sum,kw::functions derivative sum,concept,essence_linear_algebra,,,,,,,,,
477,function composition,kw::function composition,concept,essence_linear_algebra,,,,,,,,,
478,functions derivative,kw::functions derivative,concept,essence_linear_algebra,,,,,,,,,
479,sum rule easiest,kw::sum rule easiest,concept,essence_linear_algebra,,,,,,,,,
480,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 4],YG15m2VwSjA::seg4,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
481,function ofx sin,kw::function ofx sin,concept,essence_linear_algebra,,,,,,,,,
482,given,kw::given,concept,essence_linear_algebra,,,,,,,,,
483,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 5],YG15m2VwSjA::seg5,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
484,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 6],YG15m2VwSjA::seg6,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
485,derivative start likewise,kw::derivative start likewise,concept,essence_linear_algebra,,,,,,,,,
486,derivative start,kw::derivative start,concept,essence_linear_algebra,,,,,,,,,
487,derivative now know,kw::derivative now know,concept,essence_linear_algebra,,,,,,,,,
488,derivative now,kw::derivative now,concept,essence_linear_algebra,,,,,,,,,
489,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 7],YG15m2VwSjA::seg7,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
490,sum function,kw::sum function,concept,essence_linear_algebra,,,,,,,,,
491,derivatives,kw::derivatives,concept,essence_linear_algebra,,,,,,,,,
492,things,kw::things,concept,essence_linear_algebra,,,,,,,,,
493,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 8],YG15m2VwSjA::seg8,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
494,function sign,kw::function sign,concept,essence_linear_algebra,,,,,,,,,
495,functions,kw::functions,concept,essence_linear_algebra,,,,,,,,,
496,adjustable,kw::adjustable,concept,essence_linear_algebra,,,,,,,,,
497,configure,kw::configure,concept,essence_linear_algebra,,,,,,,,,
498,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 9],YG15m2VwSjA::seg9,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
499,derivative let's,kw::derivative let's,concept,essence_linear_algebra,,,,,,,,,
500,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 10],YG15m2VwSjA::seg10,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
501,width,kw::width,concept,essence_linear_algebra,,,,,,,,,
502,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 11],YG15m2VwSjA::seg11,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
503,there's,kw::there's,concept,essence_linear_algebra,,,,,,,,,
504,before,kw::before,concept,essence_linear_algebra,,,,,,,,,
505,corner,kw::corner,concept,essence_linear_algebra,,,,,,,,,
506,ignore,kw::ignore,concept,essence_linear_algebra,,,,,,,,,
507,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 12],YG15m2VwSjA::seg12,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
508,tiny derivative,kw::tiny derivative,concept,essence_linear_algebra,,,,,,,,,
509,applying,kw::applying,concept,essence_linear_algebra,,,,,,,,,
510,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 13],YG15m2VwSjA::seg13,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
511,derivative plus,kw::derivative plus,concept,essence_linear_algebra,,,,,,,,,
512,derivative plus sin,kw::derivative plus sin,concept,essence_linear_algebra,,,,,,,,,
513,nothing,kw::nothing,concept,essence_linear_algebra,,,,,,,,,
514,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 14],YG15m2VwSjA::seg14,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
515,function times,kw::function times,concept,essence_linear_algebra,,,,,,,,,
516,context presented rule,kw::context presented rule,concept,essence_linear_algebra,,,,,,,,,
517,left function,kw::left function,concept,essence_linear_algebra,,,,,,,,,
518,presented rule,kw::presented rule,concept,essence_linear_algebra,,,,,,,,,
519,presented rule now,kw::presented rule now,concept,essence_linear_algebra,,,,,,,,,
520,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 15],YG15m2VwSjA::seg15,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
521,derivative constant multiplied,kw::derivative constant multiplied,concept,essence_linear_algebra,,,,,,,,,
522,derivative constant,kw::derivative constant,concept,essence_linear_algebra,,,,,,,,,
523,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 16],YG15m2VwSjA::seg16,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
524,new function,kw::new function,concept,essence_linear_algebra,,,,,,,,,
525,other function,kw::other function,concept,essence_linear_algebra,,,,,,,,,
526,new function inside,kw::new function inside,concept,essence_linear_algebra,,,,,,,,,
527,function inside sin,kw::function inside sin,concept,essence_linear_algebra,,,,,,,,,
528,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 17],YG15m2VwSjA::seg17,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
529,function gets,kw::function gets,concept,essence_linear_algebra,,,,,,,,,
530,function sign gets,kw::function sign gets,concept,essence_linear_algebra,,,,,,,,,
531,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 18],YG15m2VwSjA::seg18,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
532,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 19],YG15m2VwSjA::seg19,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
533,further,kw::further,concept,essence_linear_algebra,,,,,,,,,
534,helps,kw::helps,concept,essence_linear_algebra,,,,,,,,,
535,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 20],YG15m2VwSjA::seg20,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
536,sin derivative,kw::sin derivative,concept,essence_linear_algebra,,,,,,,,,
537,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 21],YG15m2VwSjA::seg21,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
538,expression,kw::expression,concept,essence_linear_algebra,,,,,,,,,
539,habit,kw::habit,concept,essence_linear_algebra,,,,,,,,,
540,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 22],YG15m2VwSjA::seg22,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
541,inside function,kw::inside function,concept,essence_linear_algebra,,,,,,,,,
542,unaltered inside function,kw::unaltered inside function,concept,essence_linear_algebra,,,,,,,,,
543,derivative giving,kw::derivative giving,concept,essence_linear_algebra,,,,,,,,,
544,outside function,kw::outside function,concept,essence_linear_algebra,,,,,,,,,
545,taking outside function,kw::taking outside function,concept,essence_linear_algebra,,,,,,,,,
546,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 23],YG15m2VwSjA::seg23,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
547,chain rule notice,kw::chain rule notice,concept,essence_linear_algebra,,,,,,,,,
548,derivative i'm writing,kw::derivative i'm writing,concept,essence_linear_algebra,,,,,,,,,
549,functions ofx,kw::functions ofx,concept,essence_linear_algebra,,,,,,,,,
550,derivative evaluated,kw::derivative evaluated,concept,essence_linear_algebra,,,,,,,,,
551,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 24],YG15m2VwSjA::seg24,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
552,intermediary function,kw::intermediary function,concept,essence_linear_algebra,,,,,,,,,
553,outer function,kw::outer function,concept,essence_linear_algebra,,,,,,,,,
554,derivative reflection,kw::derivative reflection,concept,essence_linear_algebra,,,,,,,,,
555,intermediary function but,kw::intermediary function but,concept,essence_linear_algebra,,,,,,,,,
556,function but more,kw::function but more,concept,essence_linear_algebra,,,,,,,,,
557,Visualizing the chain rule and product rule | Chapter 4, Essence of calculus [segment 25],YG15m2VwSjA::seg25,segment,essence_linear_algebra,4,,,,4,3,,https://youtu.be/YG15m2VwSjA,
